Financial year,Local authority name,Region,Measure,Value,Units
2018-19,Darlington,North East,People who use services who found it easy to find information (Percentage),78.2,Percentage
2018-19,Derby,East Midlands,People who use services who found it easy to find information (Percentage),58.7,Percentage
2018-19,Derbyshire,East Midlands,People who use services who found it easy to find information (Percentage),74.8,Percentage
2018-19,Devon,South West,People who use services who found it easy to find information (Percentage),65.6,Percentage
2018-19,Doncaster,Yorkshire and The Humber,People who use services who found it easy to find information (Percentage),64.9,Percentage
2018-19,Dorset,South West,People who use services who found it easy to find information (Percentage),71.2,Percentage
2018-19,Dudley,West Midlands,People who use services who found it easy to find information (Percentage),75.4,Percentage
2018-19,Ealing,London,People who use services who found it easy to find information (Percentage),58.7,Percentage
2018-19,East Riding of Yorkshire,Yorkshire and The Humber,People who use services who found it easy to find information (Percentage),73.5,Percentage
2018-19,East Sussex,South East,People who use services who found it easy to find information (Percentage),75.5,Percentage
2018-19,Enfield,London,People who use services who found it easy to find information (Percentage),69.2,Percentage
2018-19,Essex,East of England,People who use services who found it easy to find information (Percentage),73.1,Percentage
2018-19,Gateshead,North East,People who use services who found it easy to find information (Percentage),70.5,Percentage
2018-19,Gloucestershire,South West,People who use services who found it easy to find information (Percentage),70.9,Percentage
2018-19,Greenwich,London,People who use services who found it easy to find information (Percentage),70.2,Percentage
2018-19,Hackney,London,People who use services who found it easy to find information (Percentage),68,Percentage
2018-19,Halton,North West,People who use services who found it easy to find information (Percentage),81.4,Percentage
2018-19,Hammersmith and Fulham,London,People who use services who found it easy to find information (Percentage),58.8,Percentage
2018-19,Hampshire,South East,People who use services who found it easy to find information (Percentage),73.1,Percentage
2018-19,Haringey,London,People who use services who found it easy to find information (Percentage),66,Percentage
2018-19,Harrow,London,People who use services who found it easy to find information (Percentage),68.7,Percentage
2018-19,Hartlepool,North East,People who use services who found it easy to find information (Percentage),79.2,Percentage
2018-19,Havering,London,People who use services who found it easy to find information (Percentage),67.9,Percentage
2018-19,Herefordshire,West Midlands,People who use services who found it easy to find information (Percentage),72.2,Percentage
2018-19,Hertfordshire,East of England,People who use services who found it easy to find information (Percentage),72.5,Percentage
2018-19,Hillingdon,London,People who use services who found it easy to find information (Percentage),75.9,Percentage
2018-19,Hounslow,London,People who use services who found it easy to find information (Percentage),66.9,Percentage
2018-19,Isle of Wight,South East,People who use services who found it easy to find information (Percentage),71.8,Percentage
2018-19,Isles of Scilly,South West,People who use services who found it easy to find information (Percentage),-,Percentage
2018-19,Islington,London,People who use services who found it easy to find information (Percentage),73.7,Percentage
2018-19,Kensington and Chelsea,London,People who use services who found it easy to find information (Percentage),65,Percentage
2018-19,Kent,South East,People who use services who found it easy to find information (Percentage),77.1,Percentage
2018-19,Kingston Upon Hull,Yorkshire and The Humber,People who use services who found it easy to find information (Percentage),71.4,Percentage
2018-19,Kingston upon Thames,London,People who use services who found it easy to find information (Percentage),75.9,Percentage
2018-19,Kirklees,Yorkshire and The Humber,People who use services who found it easy to find information (Percentage),67.8,Percentage
2018-19,Knowsley,North West,People who use services who found it easy to find information (Percentage),71.7,Percentage
2018-19,Lambeth,London,People who use services who found it easy to find information (Percentage),64.4,Percentage
2018-19,Lancashire,North West,People who use services who found it easy to find information (Percentage),68.6,Percentage
2018-19,Leeds,Yorkshire and The Humber,People who use services who found it easy to find information (Percentage),69.8,Percentage
2018-19,Leicester,East Midlands,People who use services who found it easy to find information (Percentage),67.6,Percentage
2018-19,Leicestershire,East Midlands,People who use services who found it easy to find information (Percentage),59.7,Percentage
2018-19,Lewisham,London,People who use services who found it easy to find information (Percentage),71.9,Percentage
2018-19,Lincolnshire,East Midlands,People who use services who found it easy to find information (Percentage),64.4,Percentage
2018-19,Liverpool,North West,People who use services who found it easy to find information (Percentage),72.2,Percentage
2018-19,Luton,East of England,People who use services who found it easy to find information (Percentage),59,Percentage
2018-19,Manchester,North West,People who use services who found it easy to find information (Percentage),63.9,Percentage
2018-19,Medway,South East,People who use services who found it easy to find information (Percentage),68.2,Percentage
2018-19,Merton,London,People who use services who found it easy to find information (Percentage),72.2,Percentage
2018-19,Middlesbrough,North East,People who use services who found it easy to find information (Percentage),81.6,Percentage
2018-19,Milton Keynes,South East,People who use services who found it easy to find information (Percentage),61.5,Percentage
2018-19,Newcastle upon Tyne,North East,People who use services who found it easy to find information (Percentage),73.8,Percentage
2018-19,Newham,London,People who use services who found it easy to find information (Percentage),66.8,Percentage
2018-19,Norfolk,East of England,People who use services who found it easy to find information (Percentage),65.8,Percentage
2018-19,North East Lincolnshire,Yorkshire and The Humber,People who use services who found it easy to find information (Percentage),63.4,Percentage
2018-19,North Lincolnshire,Yorkshire and The Humber,People who use services who found it easy to find information (Percentage),72,Percentage
2018-19,North Somerset,South West,People who use services who found it easy to find information (Percentage),68.4,Percentage
2018-19,North Tyneside,North East,People who use services who found it easy to find information (Percentage),72.6,Percentage
2018-19,North Yorkshire,Yorkshire and The Humber,People who use services who found it easy to find information (Percentage),71.1,Percentage
2018-19,Northamptonshire,East Midlands,People who use services who found it easy to find information (Percentage),65.7,Percentage
2018-19,Northumberland,North East,People who use services who found it easy to find information (Percentage),77.8,Percentage
2018-19,Nottingham,East Midlands,People who use services who found it easy to find information (Percentage),80.2,Percentage
2018-19,Nottinghamshire,East Midlands,People who use services who found it easy to find information (Percentage),60.7,Percentage
2018-19,Oldham,North West,People who use services who found it easy to find information (Percentage),69.6,Percentage
2018-19,Oxfordshire,South East,People who use services who found it easy to find information (Percentage),68.1,Percentage
2018-19,Peterborough,East of England,People who use services who found it easy to find information (Percentage),77.3,Percentage
2018-19,Plymouth,South West,People who use services who found it easy to find information (Percentage),66,Percentage
2018-19,Poole,South West,People who use services who found it easy to find information (Percentage),78.4,Percentage
2018-19,Portsmouth,South East,People who use services who found it easy to find information (Percentage),75.9,Percentage
2018-19,Reading,South East,People who use services who found it easy to find information (Percentage),69.8,Percentage
2018-19,Redbridge,London,People who use services who found it easy to find information (Percentage),71.1,Percentage
2018-19,Redcar and Cleveland,North East,People who use services who found it easy to find information (Percentage),71.9,Percentage
2018-19,Richmond upon Thames,London,People who use services who found it easy to find information (Percentage),70.3,Percentage
2018-19,Rochdale,North West,People who use services who found it easy to find information (Percentage),65.2,Percentage
2018-19,Rotherham,Yorkshire and The Humber,People who use services who found it easy to find information (Percentage),73.3,Percentage
2018-19,Rutland,East Midlands,People who use services who found it easy to find information (Percentage),84.2,Percentage
2018-19,Salford,North West,People who use services who found it easy to find information (Percentage),71.7,Percentage
2018-19,Sandwell,West Midlands,People who use services who found it easy to find information (Percentage),72.6,Percentage
2018-19,Sefton,North West,People who use services who found it easy to find information (Percentage),70.4,Percentage
2018-19,Sheffield,Yorkshire and The Humber,People who use services who found it easy to find information (Percentage),64.3,Percentage
2018-19,Shropshire,West Midlands,People who use services who found it easy to find information (Percentage),71.5,Percentage
2018-19,Slough,South East,People who use services who found it easy to find information (Percentage),64.2,Percentage
2018-19,Solihull,West Midlands,People who use services who found it easy to find information (Percentage),74.4,Percentage
2018-19,Somerset,South West,People who use services who found it easy to find information (Percentage),72.2,Percentage
2018-19,South Gloucestershire,South West,People who use services who found it easy to find information (Percentage),72.2,Percentage
2018-19,South Tyneside,North East,People who use services who found it easy to find information (Percentage),74.8,Percentage
2018-19,Southampton,South East,People who use services who found it easy to find information (Percentage),60.8,Percentage
2018-19,Southend-on-Sea,East of England,People who use services who found it easy to find information (Percentage),80.7,Percentage
